,Customer ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Latitude,Longitude,Population,Churn Value,CLTV,Churn Type,Churn Reason,Total Customer Svc Requests,Product/Service Issues Reported,Customer Satisfaction
3234,7439-DKZTW,0,0,1,0,1,5.93,0,1,1,19,0,0,0,0,1,0,0,0,0,1,0,80.55,80.55,0.0,0.0,5.93,0,49,0,0,0,0,0,Paicines,95043,36.525703,-120.952122,813,0,3154,0,0,0,0,0
3235,4646-QZXTF,1,4,7,0,1,12.16,0,1,2,9,1,0,1,1,1,1,1,1,0,0,0,81.25,580.1,47.36,0.0,85.12,1,38,0,0,1,0,0,San Juan Bautista,95045,36.810568,-121.503022,3402,0,5928,0,0,2,1,3
3236,9742-XOKTS,1,10,67,1,1,18.29,1,1,2,11,1,1,0,1,0,0,0,0,1,0,0,89.55,6038.55,33.76,664.0,1225.43,0,60,0,0,1,1,1,Santa Clara,95050,37.351214,-121.952417,36349,0,6194,0,0,2,0,0
3237,6921-OZMFH,1,3,5,0,1,18.97,1,1,2,12,0,0,0,1,0,0,0,0,0,1,1,55.7,259.4,0.0,31.0,94.85,0,38,0,0,1,1,1,Santa Clara,95051,37.348129,-121.98469,52986,0,3598,0,0,0,0,0
3238,9578-FOMUK,0,0,15,0,1,32.54,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24.8,324.15,12.8,0.0,488.1,0,53,0,0,0,1,3,Santa Clara,95054,37.393554,-121.965114,13031,0,3965,0,0,0,0,0
3239,4712-UYOOI,1,4,20,0,1,38.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,417.65,9.73,0.0,772.0,1,21,1,0,1,1,3,Santa Cruz,95060,36.993451,-122.098858,43192,0,3402,0,0,1,0,3
3240,7722-CVFXN,1,9,54,0,1,7.25,1,1,3,57,0,1,0,1,1,1,1,1,1,1,0,105.2,5637.85,23.01,0.0,391.5,0,50,0,0,1,1,3,Santa Cruz,95064,37.007882,-122.065975,4563,0,5546,0,0,0,0,0
3241,8717-VCTXJ,0,0,42,0,1,48.41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,19.55,839.4,12.16,0.0,2033.22,0,32,0,0,0,0,0,Santa Cruz,95065,37.031404,-121.981865,8365,0,5293,0,0,0,0,0
3242,7363-QTBIW,1,3,9,0,1,6.78,0,1,1,59,0,0,0,0,0,1,1,1,0,1,0,79.75,769.1,0.0,0.0,61.02,1,24,1,0,1,0,0,Scotts Valley,95066,37.070177,-122.010077,14574,0,4654,0,0,0,0,0
3243,4159-NAAIX,0,0,63,0,1,37.76,1,1,1,48,0,1,0,0,1,1,1,1,2,0,0,97.45,6253.0,0.0,0.0,2378.88,1,24,1,0,0,0,0,Saratoga,95070,37.257772,-122.051824,30589,0,4769,0,0,0,0,0
3244,0971-QIFJK,1,10,69,1,1,39.78,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24.25,1641.8,45.75,0.0,2744.82,1,57,0,0,1,0,0,Soquel,95073,37.023669,-121.946461,9823,0,4884,0,0,0,0,0
3245,9397-TZSHA,0,0,69,1,1,36.5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,24.6,1678.05,28.42,0.0,2518.5,1,24,1,0,0,0,0,Watsonville,95076,36.931654,-121.752383,81141,0,5294,0,0,2,0,5
3246,3391-JSQEW,1,7,40,0,1,24.3,0,1,3,28,0,1,0,0,0,0,0,1,0,1,1,50.15,2058.5,37.03,0.0,972.0,0,32,0,0,1,0,0,San Jose,95110,37.34667,-121.910019,18197,0,2454,0,0,2,0,4
3247,0343-QLUZP,0,0,60,2,0,0.0,0,1,2,25,1,1,1,0,0,0,0,1,2,0,0,39.6,2424.5,38.46,60.61,0.0,0,38,0,0,0,0,0,San Jose,95111,37.284265,-121.827673,57748,0,5544,0,0,0,0,0
3248,3312-UUMZW,1,3,32,0,1,47.89,1,1,1,9,0,1,0,0,1,1,1,1,0,1,1,98.85,3145.9,0.0,28.31,1532.48,0,33,0,0,1,0,0,San Jose,95117,37.311088,-121.961786,29914,0,3981,0,0,0,0,0
3249,1271-UODNO,0,0,39,0,1,5.4,1,1,1,16,0,0,0,1,0,0,0,0,2,1,1,53.85,2200.7,46.66,352.0,210.6,0,60,0,0,0,0,0,San Jose,95118,37.255479,-121.889838,31926,0,2380,0,0,3,0,3
3250,8461-EFQYM,0,0,38,0,1,46.18,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24.25,914.4,35.61,0.0,1754.84,1,36,0,0,0,0,0,San Jose,95119,37.233226,-121.78809,10155,0,2997,0,0,0,0,0
3251,6900-RBKER,0,0,52,2,1,15.1,1,1,1,17,0,0,1,0,0,1,1,0,2,1,1,89.45,4577.75,18.89,778.0,785.2,0,32,0,0,0,0,0,San Jose,95120,37.186141,-121.843554,37090,0,5386,0,0,0,0,0
3252,6891-JPYFF,1,1,48,2,1,30.41,1,1,1,53,1,1,0,0,1,1,1,1,0,1,1,105.25,4997.5,1.66,0.0,1459.68,1,57,0,0,1,1,3,San Jose,95121,37.304681,-121.809955,37127,0,4275,0,0,2,0,3
3253,1459-QNFQT,1,7,70,1,0,0.0,0,1,1,30,1,0,1,1,1,1,1,0,2,0,0,59.5,4144.8,23.72,1243.0,0.0,0,21,1,0,1,0,0,San Jose,95122,37.32886,-121.834567,59841,0,4031,0,0,0,0,0
3254,1047-NNCBF,0,0,20,0,1,3.8,0,1,1,26,0,0,0,0,0,0,0,1,0,0,1,70.55,1493.55,17.6,0.0,76.0,0,56,0,0,0,0,0,San Jose,95123,37.238758,-121.828375,59632,0,5790,0,0,3,0,0
3255,3696-XRIEN,0,0,50,2,1,21.25,1,1,2,2,1,0,1,1,1,1,1,0,1,1,1,82.5,4179.1,21.35,84.0,1062.5,1,59,0,0,0,0,0,San Jose,95124,37.257063,-121.923037,45257,0,5258,0,0,2,0,0
3256,0074-HDKDG,1,5,25,0,1,6.45,0,1,2,19,1,1,1,0,0,0,0,0,1,1,0,61.6,1611.0,44.9,306.0,161.25,0,46,0,0,1,0,0,San Jose,95126,37.327069,-121.916819,27023,0,3807,0,0,2,0,0
3257,8791-GFXLZ,0,0,12,0,1,44.78,0,1,1,12,0,1,0,0,0,0,0,1,0,1,0,49.05,593.05,29.32,0.0,537.36,0,58,0,0,0,0,0,San Jose,95127,37.375156,-121.795867,60620,0,4244,0,0,3,0,5
3258,9330-DHBFL,1,4,23,0,1,11.4,0,1,2,58,1,1,1,1,0,0,0,0,1,1,1,66.25,1533.8,23.92,890.0,262.2,1,29,1,0,1,0,0,San Jose,95130,37.277592,-121.986477,13481,0,2072,0,0,0,0,0
3259,0098-BOWSO,0,0,27,0,1,20.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.4,529.8,0.0,0.0,557.82,0,26,1,0,0,0,0,San Jose,95131,37.387027,-121.897775,26389,0,3792,0,0,2,0,5
3260,5859-HZYLF,1,9,26,0,1,43.84,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,19.15,515.75,0.0,0.0,1139.84,0,45,0,0,1,1,2,San Jose,95133,37.371862,-121.860349,26032,0,4347,0,0,1,0,0
3261,3156-QLHBO,0,0,2,0,1,21.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.25,48.35,0.0,0.0,42.36,0,58,0,0,0,1,1,San Jose,95136,37.270938,-121.851046,36944,0,4725,0,0,2,0,0
3262,2208-NQBCT,1,10,26,0,1,42.95,0,1,1,27,1,1,0,0,0,0,0,0,0,0,0,81.95,2070.05,0.0,559.0,1116.7,1,23,1,0,1,1,3,San Jose,95138,37.246064,-121.749494,14792,0,2817,0,0,1,1,0
3263,6621-NRZAK,1,7,63,2,1,46.9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,20.0,1209.25,0.0,0.0,2954.7,1,40,0,0,1,1,2,Mount Hamilton,95140,37.382909,-121.634151,38,0,5975,0,0,1,0,0
3264,0831-JNISG,1,9,71,1,1,23.34,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,19.8,1396.25,0.0,0.0,1657.14,0,52,0,0,1,1,2,San Jose,95148,37.339533,-121.777179,44103,0,5406,0,0,2,0,0
3265,0774-IFUVM,1,7,11,0,1,16.71,1,1,1,59,1,0,0,0,1,0,0,1,0,1,0,65.15,723.35,0.0,42.68,183.81,0,19,1,0,1,1,2,Stockton,95202,37.959706,-121.287669,7071,0,5942,0,0,2,0,0
3266,9553-DLCLU,0,0,13,0,1,37.03,1,1,1,52,1,1,1,1,1,1,1,1,2,0,1,88.95,1161.75,0.0,0.0,481.39,1,30,0,0,0,0,0,Stockton,95204,37.974498,-121.319568,30476,0,5407,0,0,2,0,0
3267,1641-BYBTK,0,0,6,0,1,16.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20.2,98.35,0.0,0.0,101.46,0,38,0,0,0,1,2,Stockton,95205,37.965695,-121.260051,34138,0,3478,0,0,0,0,0
3268,2446-ZKVAF,1,5,18,0,1,1.28,1,1,1,30,0,1,0,0,0,0,0,0,0,0,1,56.8,1074.65,0.0,322.0,23.04,0,19,1,0,1,0,0,Stockton,95207,38.002125,-121.324979,49965,0,5558,0,0,0,0,0
3269,3522-CDKHF,1,6,32,3,1,19.3,0,1,2,47,1,0,0,0,0,0,0,1,0,1,0,75.5,2324.7,0.0,0.0,617.6,1,21,1,0,1,0,0,Stockton,95210,38.033219,-121.297433,40611,0,3131,0,0,0,0,0
3270,1430-SFQSA,0,0,29,3,0,0.0,0,1,3,8,1,0,0,1,0,0,0,1,1,0,2,35.6,1072.6,0.0,0.0,0.0,0,46,0,0,0,0,0,Stockton,95212,38.049457,-121.21653,6951,0,3898,0,0,0,0,0
3271,0411-EZJZE,0,0,3,0,1,20.1,1,1,1,29,0,0,0,0,1,0,0,1,0,1,0,60.25,170.5,0.0,0.0,60.3,1,62,0,0,0,0,0,Stockton,95215,37.946282,-121.139499,23789,0,4830,0,0,3,1,0
3272,8807-ARQET,0,0,41,2,0,0.0,0,1,1,21,0,1,0,0,0,1,1,0,0,1,0,40.35,1677.85,0.0,352.0,0.0,1,59,0,0,0,0,0,Angels Camp,95222,38.071327,-120.632221,4264,0,2454,0,0,1,2,0
3273,8992-CEUEN,0,0,1,0,1,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.85,18.85,0.0,0.0,7.8,1,59,0,0,0,0,0,Arnold,95223,38.32153,-120.236358,5159,0,5084,0,0,0,0,0
3274,4320-QMLLA,0,0,7,0,1,5.61,0,1,1,24,0,0,0,0,1,0,0,0,0,0,2,54.85,370.4,0.0,89.0,39.27,0,57,0,0,0,0,0,Avery,95224,38.208336,-120.339938,115,0,3481,0,0,0,0,0
3275,8777-PVYGU,0,0,52,2,1,4.22,0,1,3,18,1,0,1,0,1,0,0,1,1,1,2,64.3,3410.6,0.0,61.39,219.44,1,36,0,0,1,0,0,Burson,95225,38.183918,-120.898817,27,0,4405,0,0,3,0,0
3276,8292-ITGYJ,1,7,45,2,1,20.11,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,24.65,1138.8,0.0,0.0,904.95,1,48,0,0,1,1,1,Campo Seco,95226,38.233879,-120.861666,75,0,3043,0,0,1,0,0
3277,6870-ZWMNX,1,4,70,1,1,33.37,1,1,3,9,0,1,1,1,1,0,0,0,2,0,1,76.1,5264.25,0.0,474.0,2335.9,0,55,0,0,1,0,0,Clements,95227,38.227285,-121.02789,722,0,5115,0,0,0,0,0
3278,0621-CXBKL,0,0,53,2,1,10.32,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,18.7,1005.7,0.0,0.0,546.96,1,62,0,0,0,0,0,Copperopolis,95228,37.943954,-120.67108,2633,0,4116,0,0,2,0,5
3279,5334-JLAXU,1,8,60,2,1,15.54,1,1,1,19,1,1,0,0,0,1,1,0,0,1,1,94.1,5475.9,0.0,1040.0,932.4,1,44,0,0,1,0,0,French Camp,95231,37.873283,-121.292034,5094,0,5267,0,0,1,0,3
3280,9359-UGBTK,0,0,67,0,1,5.39,0,1,2,9,1,0,1,1,0,1,1,1,1,1,0,72.35,4991.5,0.0,0.0,361.13,1,63,0,0,0,0,0,Lockeford,95237,38.166791,-121.14207,3205,0,4910,0,0,0,0,0
3281,6479-OAUSD,0,0,25,3,1,7.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,19.9,510.8,0.0,0.0,179.25,0,41,0,0,0,0,0,Mokelumne Hill,95245,38.304194,-120.592431,2718,0,2130,0,0,2,0,3
3282,7129-ACFOG,0,0,5,0,1,49.4,1,1,1,22,1,0,0,0,0,0,0,0,0,1,0,53.8,283.95,0.0,62.0,247.0,1,56,0,0,0,0,0,Mountain Ranch,95246,38.264262,-120.515133,1692,0,2182,0,0,0,0,0
3283,4189-NAKJS,0,0,26,3,1,24.67,1,1,2,59,0,0,0,0,0,0,0,1,1,1,1,51.55,1295.4,0.0,0.0,641.42,0,29,1,0,0,0,0,Murphys,95247,38.147852,-120.440124,4353,0,3130,0,0,1,0,0
3284,5562-BETPV,1,1,1,5,1,23.41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,19.65,19.65,0.0,0.0,23.41,0,21,1,0,1,0,0,San Andreas,95249,38.196497,-120.61689,3930,0,2539,0,0,1,1,0
3285,9127-FHJBZ,1,1,72,0,1,32.47,1,1,1,76,1,1,1,1,1,1,1,1,2,1,0,114.0,8093.15,0.0,0.0,2337.84,0,60,0,0,1,1,3,Vallecito,95251,38.055562,-120.456298,460,0,4558,0,0,0,0,0
3286,6994-ORCWG,0,0,14,4,1,21.03,1,1,1,7,0,1,0,0,0,0,0,1,1,1,2,54.25,773.2,0.0,0.0,294.42,1,33,0,0,0,0,0,Wilseyville,95257,38.392686,-120.415951,435,0,4423,0,0,1,0,0
3287,1346-UFHAX,0,0,13,4,1,33.69,1,1,2,15,1,0,0,0,0,0,0,1,0,1,1,80.0,1029.35,0.0,0.0,437.97,1,59,0,0,0,0,0,Woodbridge,95258,38.169605,-121.310964,4176,0,5577,0,0,2,0,0
3288,2933-XEUJM,0,0,46,2,1,46.83,1,1,1,2,1,0,1,0,1,1,1,1,2,0,2,79.2,3593.8,0.0,7.19,2154.18,1,56,0,0,0,0,0,Ballico,95303,37.4695,-120.672724,809,0,2007,0,0,1,0,4
3289,4835-YSJMR,0,0,39,3,1,3.93,0,1,1,15,0,0,0,1,0,0,0,1,2,1,0,49.8,1971.15,0.0,0.0,153.27,0,59,0,0,0,0,0,Ceres,95307,37.553469,-120.952825,32881,0,2202,0,0,0,0,0
3290,3164-YAXFY,0,0,57,2,0,0.0,0,1,1,30,1,0,1,0,1,1,1,1,0,1,0,53.75,3196.0,0.0,0.0,0.0,0,56,0,0,0,0,0,Coulterville,95311,37.722127,-120.110174,2271,0,5594,0,0,0,0,0
3291,0887-WBJVH,1,1,53,2,1,38.35,0,1,1,82,0,0,0,1,1,1,1,0,1,1,0,93.45,4872.2,0.0,3995.0,2032.55,1,29,1,0,1,0,0,Cressey,95312,37.420273,-120.66527,55,0,4700,0,0,1,0,4
3292,4660-IRIBM,1,1,18,4,1,24.16,0,1,2,19,1,0,1,0,1,0,0,1,0,1,2,87.9,1500.5,0.0,0.0,434.88,0,32,0,0,1,1,1,Crows Landing,95313,37.435664,-121.049056,1508,0,5192,0,0,0,0,0
3293,7670-ZBPOQ,1,1,58,2,1,26.36,1,1,1,8,1,0,0,1,0,0,0,1,1,1,0,61.05,3478.75,0.0,27.83,1528.88,1,59,0,0,1,0,0,Denair,95316,37.524721,-120.757977,5513,0,4411,0,0,1,0,0
3294,0080-OROZO,0,0,35,3,1,36.42,0,1,1,2,0,0,1,1,1,1,1,1,1,1,0,99.25,3532.0,0.0,0.0,1274.7,1,38,0,0,0,0,0,El Portal,95318,37.654551,-119.822984,579,0,3244,0,0,0,0,0
3295,3916-NRPAP,0,0,3,5,1,29.84,0,1,1,30,0,0,1,0,0,1,1,1,0,0,1,85.7,256.75,0.0,0.0,89.52,0,21,1,0,0,0,0,Escalon,95320,37.818543,-121.006907,11474,0,5806,0,0,0,0,0
3296,6807-SIWJI,0,0,38,3,1,4.34,1,1,1,26,1,1,0,0,1,1,1,0,1,1,0,104.85,3887.25,0.0,1011.0,164.92,0,47,0,0,0,0,0,Groveland,95321,37.902968,-119.667544,3680,0,2709,0,0,0,0,0
3297,8221-HVAYI,0,0,35,3,1,5.06,1,1,1,20,1,1,1,1,0,0,0,1,2,1,1,69.15,2490.15,0.0,0.0,177.1,0,60,0,0,1,0,0,Gustine,95322,37.147198,-121.120161,7872,0,3945,0,0,0,0,0
3298,5232-NXPAY,0,0,47,2,1,3.47,0,1,3,12,0,0,1,1,1,1,1,0,2,0,1,74.45,3510.3,0.0,421.0,163.09,1,33,0,0,0,0,0,Hilmar,95324,37.394536,-120.890747,7177,0,3459,0,0,2,1,0
3299,8967-SZQAS,0,0,14,4,1,39.22,0,1,2,48,0,1,0,0,0,0,0,1,0,0,0,50.45,765.45,0.0,0.0,549.08,1,25,1,0,0,0,0,Hornitos,95325,37.479926,-120.230424,128,0,3185,0,0,2,2,5
3300,0455-ENTCR,1,1,66,0,1,42.85,1,1,2,21,1,1,0,1,1,1,1,1,2,0,0,85.25,5538.35,0.0,0.0,2828.1,0,58,0,0,1,0,0,Jamestown,95327,37.84771,-120.486589,9559,0,5012,0,0,0,0,0
3301,8944-AILEF,1,1,15,4,1,39.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19.45,340.85,0.0,0.0,597.6,0,26,1,0,1,0,0,Keyes,95328,37.555631,-120.911653,2130,0,2483,0,0,2,1,0
3302,5542-NKVRU,0,0,42,2,1,18.31,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20.75,844.45,0.0,0.0,769.02,1,24,1,0,0,0,0,La Grange,95329,37.666587,-120.411517,1749,0,2574,0,0,0,0,0
3303,7126-RBHSD,1,1,17,4,1,21.15,1,1,2,4,1,0,0,0,0,0,0,1,0,0,0,78.9,1348.95,0.0,0.0,359.55,1,53,0,0,1,0,0,Lathrop,95330,37.80821,-121.308401,10834,0,2362,0,0,0,0,0
3304,5370-IIVVL,0,0,37,3,1,38.72,1,1,3,59,0,1,0,1,1,1,1,0,1,1,1,104.5,3778.0,0.0,2229.0,1432.64,0,26,1,0,0,0,0,Le Grand,95333,37.249377,-120.249581,3256,0,4812,0,0,0,0,0
3305,6789-HJBWG,0,0,12,4,1,17.14,0,1,1,48,0,1,0,0,0,0,0,1,0,1,0,49.4,611.65,0.0,0.0,205.68,1,20,1,0,0,0,0,Livingston,95334,37.361987,-120.748394,12672,0,5007,0,0,0,0,0
3306,9087-EYCPR,0,0,60,2,1,39.41,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,25.0,1505.05,0.0,0.0,2364.6,1,63,0,0,0,0,0,Manteca,95336,37.830267,-121.201018,36738,0,6355,0,0,0,0,0
3307,6791-YBNAK,1,9,18,4,0,0.0,0,1,3,52,0,0,0,0,0,0,0,0,0,0,1,25.55,467.85,0.0,243.0,0.0,0,26,1,0,1,1,2,Manteca,95337,37.750822,-121.238423,19867,0,4134,0,0,1,0,3
3308,6077-BDPXA,0,0,3,0,1,5.63,0,1,2,15,0,0,0,0,0,0,0,1,0,1,0,70.15,194.2,0.0,0.0,16.89,1,56,0,0,0,0,0,Merced,95340,37.255637,-120.493537,59289,0,2228,0,0,1,0,3
3309,0013-MHZWF,0,0,9,5,1,16.77,0,1,1,73,0,0,0,1,1,1,1,1,0,1,1,69.4,571.45,0.0,41.72,150.93,1,23,1,0,0,1,3,Midpines,95345,37.581496,-119.972762,433,0,5108,0,0,1,0,0
3310,8268-YDIXR,1,1,56,2,1,40.33,1,1,1,9,1,1,1,0,0,0,0,1,1,1,0,93.15,5253.95,0.0,47.29,2258.48,0,45,0,0,1,0,0,Merced,95348,37.40122,-120.514191,23100,0,4778,0,0,0,0,0
3311,4291-SHSBH,0,0,7,5,1,8.95,0,1,3,52,0,0,0,0,0,0,0,1,0,1,0,69.55,521.35,0.0,0.0,62.65,0,25,1,0,0,0,0,Modesto,95354,37.639029,-120.964772,27135,0,4704,0,0,1,1,3
3312,6980-IMXXE,1,5,69,0,1,42.49,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20.2,1412.65,0.0,0.0,2931.81,1,28,1,0,1,1,2,Modesto,95355,37.672906,-120.946594,47613,0,5267,0,0,1,2,0
3313,0040-HALCW,1,3,54,0,1,19.7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,20.4,1090.6,0.0,0.0,1063.8,0,42,0,0,1,1,3,Modesto,95358,37.612612,-121.108568,30668,0,6393,0,0,1,0,4
3314,0784-GTUUK,1,6,62,0,1,32.28,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,23.75,1446.8,0.0,0.0,2001.36,0,26,1,0,1,0,0,Newman,95360,37.343846,-121.039391,8504,0,4811,0,0,1,0,0
3315,2294-DMMUS,1,9,62,0,1,36.54,1,1,2,41,0,0,0,0,1,1,1,0,0,1,1,70.45,4300.45,0.0,1763.0,2265.48,1,25,1,0,1,1,3,Patterson,95363,37.410236,-121.320337,15536,0,5057,0,0,0,0,0
3316,0872-JCPIB,0,0,17,4,1,47.45,1,1,2,5,1,0,0,0,0,1,1,1,0,0,0,65.75,1111.2,0.0,0.0,806.65,0,47,0,0,0,0,0,Pinecrest,95364,38.224869,-119.755729,235,0,3921,0,0,0,0,0
3317,3055-MJDSB,0,0,9,5,0,0.0,0,1,1,52,0,0,0,0,0,0,0,1,0,1,2,24.6,190.1,0.0,0.0,0.0,0,24,1,0,0,0,0,Planada,95365,37.329725,-120.306399,4150,0,2323,0,0,0,0,0
3318,9091-WTUUY,1,4,64,0,1,25.74,0,1,1,51,1,0,1,1,1,0,0,1,2,0,2,69.25,4447.75,0.0,0.0,1647.36,0,30,0,0,1,0,0,Ripon,95366,37.750778,-121.13238,12646,0,4226,0,0,1,1,0
3319,7115-IRDHS,1,3,72,0,1,24.42,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24.65,1830.05,0.0,0.0,1758.24,1,64,0,0,1,0,0,Sonora,95370,37.982716,-120.343732,25340,0,5065,0,0,0,0,0
3320,8496-DMZUK,0,0,30,3,1,7.19,1,1,2,18,1,1,1,0,0,0,0,1,1,0,0,90.4,2820.65,0.0,50.77,215.7,0,62,0,0,0,0,0,Soulsbyville,95372,37.990574,-120.261821,1519,0,3171,0,0,1,0,0
3321,2040-VZIKE,1,3,49,0,1,44.81,1,1,3,10,1,0,0,0,1,1,1,1,0,1,2,100.85,4847.35,0.0,0.0,2195.69,1,56,0,0,1,0,0,Stevinson,95374,37.316807,-120.855753,1960,0,5417,0,0,1,0,3
3322,9068-VPWQQ,1,10,61,0,1,28.8,1,1,3,52,1,0,1,1,0,1,1,1,2,0,1,75.35,4729.3,0.0,0.0,1756.8,0,21,1,0,1,0,0,Tracy,95376,37.680968,-121.446049,69801,0,6466,0,0,1,0,0
3323,0178-SZBHO,1,7,47,0,1,1.09,1,1,1,13,0,1,0,0,1,0,0,1,0,0,0,87.2,4017.45,0.0,0.0,51.23,0,54,0,0,1,1,1,Tuolumne,95379,37.939768,-120.188002,3979,0,3760,0,0,0,0,0
3324,0384-RVBPI,0,0,20,4,1,12.6,0,1,2,29,1,0,1,0,0,1,1,1,0,0,1,64.4,1398.6,0.0,0.0,252.0,0,64,0,0,0,0,0,Turlock,95380,37.474396,-120.875917,40545,0,2120,0,0,1,0,0
3325,1299-AURJA,1,8,70,0,1,30.33,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24.7,1685.9,0.0,0.0,2123.1,1,43,0,0,1,1,2,Twain Harte,95383,38.107441,-120.230625,4848,0,5907,0,0,2,0,4
3326,4525-VZCZG,0,0,54,0,1,20.93,0,1,1,11,1,1,0,1,1,1,1,1,1,1,0,105.85,5826.65,0.0,0.0,1130.22,0,58,0,0,0,1,1,Vernalis,95385,37.609095,-121.263381,274,0,5915,0,0,0,0,0
3327,2788-CJQAQ,0,0,13,4,1,22.31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,19.45,270.2,0.0,0.0,290.03,0,39,0,0,0,0,0,Winton,95388,37.421299,-120.599587,11463,0,3799,0,0,0,0,0
3328,0319-QZTCO,1,9,3,5,1,11.47,0,1,1,51,0,1,0,0,1,0,0,1,0,1,1,58.7,168.6,0.0,0.0,34.41,1,25,1,0,1,1,2,Santa Rosa,95401,38.460517,-122.790335,36125,0,3654,0,0,1,0,0
3329,2120-SMPEX,0,0,25,3,1,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20.15,536.35,0.0,0.0,441.0,0,43,0,0,0,0,0,Santa Rosa,95403,38.488431,-122.752839,40270,0,3848,0,0,1,0,0
3330,0096-FCPUF,0,0,30,0,1,2.64,1,1,1,15,1,0,0,0,0,1,1,1,0,1,2,64.5,1888.45,0.0,0.0,79.2,0,58,0,0,0,0,0,Santa Rosa,95404,38.526941,-122.709096,35057,0,5039,0,0,0,0,0
3331,0668-OGMHD,1,8,21,4,0,0.0,0,1,2,59,1,0,0,0,0,0,0,1,0,0,0,28.5,629.35,0.0,37.13,0.0,1,20,1,0,1,0,0,Santa Rosa,95405,38.439696,-122.668817,22250,0,3766,0,0,2,1,0
3332,9408-HRXRK,1,9,45,0,1,47.48,1,1,3,20,1,1,0,0,1,1,1,1,0,1,0,105.15,4730.9,0.0,0.0,2136.6,1,63,0,0,1,1,1,Annapolis,95412,38.731055,-123.316553,747,0,5915,0,0,1,1,0
3333,5593-SUAOO,1,6,24,0,1,41.45,1,1,1,53,0,1,1,0,0,0,0,1,1,0,0,83.15,2033.05,0.0,0.0,994.8,1,60,0,0,1,1,3,Boonville,95415,39.025867,-123.381544,1374,0,2404,0,0,2,0,5
3334,6766-HFKLA,1,10,56,0,1,10.13,1,1,2,13,0,0,1,1,1,1,1,1,2,0,0,103.2,5744.35,0.0,74.68,567.28,1,60,0,0,1,0,0,Cazadero,95421,38.578807,-123.19338,1575,0,4534,0,0,1,0,0
3335,7617-EYGLW,0,0,1,5,1,46.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.45,19.45,0.0,0.0,46.59,0,62,0,0,0,0,0,Clearlake Oaks,95423,39.07116,-122.598542,3684,0,5820,0,0,1,1,3
3336,2226-ICFDO,1,9,72,0,1,10.87,1,1,3,24,1,0,1,1,1,1,1,1,2,1,1,85.9,6110.75,0.0,0.0,782.64,1,39,0,0,1,0,0,Covelo,95428,39.83307,-123.178765,2296,0,6361,0,0,1,0,4
3337,5529-GIBVH,0,0,47,0,1,3.49,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,20.15,1046.2,0.0,0.0,164.03,1,57,0,0,0,0,0,Duncans Mills,95430,38.445603,-123.063756,187,0,2618,0,0,2,0,3
3338,9992-UJOEL,0,0,2,5,1,18.62,0,1,2,51,0,1,0,0,0,0,0,1,0,1,1,50.3,92.75,0.0,0.0,37.24,0,22,1,0,0,0,0,Elk,95432,39.108252,-123.645121,383,0,5870,0,0,0,0,0
3339,4741-WWJQZ,0,0,2,5,1,26.58,0,1,2,23,1,0,0,1,0,0,0,1,0,1,0,80.15,194.55,0.0,0.0,53.16,1,49,0,0,1,0,0,Forestville,95436,38.499302,-122.92444,6216,0,5251,0,0,1,1,3
